ID	Text
508	This course has a significant focus on the challenges faced by people and communities dealing with poverty in rural North America. It critically examines community development and community needs/challenges unique to a rural setting. This is a travel/immersion course with the travel being done in August of the sophomore year to a rural community outside Siena's immediate geographic region.
509	This course explores political, economic, socio-cultural, and structural factors that have intensified ethnic, religious, and tribal conflict, extreme poverty, and a legacy of authoritarianism. The propogation of the global oil trade and the consequences for marginalized and poor communities, and women and minorities in the region, will also be examined.
510	A studio course in which students analyze and interpret a variety of dramatic texts for the theatre. Students develop an artistic concepts out of this study in order to render costume plates and makeup plots for the stage. Students will study the aesthetics and theory of design as well as current and past theatrical practice of costume design in the theatre. Students will be introduced to the history and politics of clothing and the cultural adaptations as applied to the stage. This course is designed for students with no theatre experience as well as those already acquainted with the stage. A field trip to a professional production is required. 
511	A close reading of selections from Ancient Greek and Roman narratives and poetry as well as later works of literature that are influenced by myths, mythical themes, and archetypal figures drawn from these earlier works. This course traces the literary genealogy of mythical elements in later works such as The Inferno by Dante, Paradise Lost by John Milton, Antigone by Jean Anouilh, and Ulysses by Tennyson, among others.  Special focus is given to these revisions as manifestations of changing cultural and historical perspectives.
512	An introduction to the major forms, techniques, and composers in all epochs of music history to develop a better understanding and enjoyment of the art of music. Attendance at designated music performances will be required.
513	This seminar is devoted to the study of individual thinkers whose work has contributed to shape the world's philosophical traditions. Based on primary texts, its goal is to reconstruct the genesis of key ideas, the lines of continuity and rupture in the corpus of a single author, and the impact those have had on other thinkers. Students in this course will be responsible for producing a substantial research paper evidencing philosophical methodology and knowledge. Students may take this course for credit more than once if the content differs.
514	This course will cover the theories explaining the function and evolution of genomes alongside hands- on application of the computational tools biologists use to understand them.  Topics covered include DNA sequencing, genome assembly, transcriptomics, gene annotation, genome evolution, and functional  genomics. Various bioinformatic tools and online databases will be used, with an emphasis on hands-on manipulation and analysis of real genomic datasets.  As part of this class, students will conduct independent genomic research projects. 
515	The course examines representative works from Proust to the present day and provides discussion of each author's ideas of basic modern problems in English.  No knowledge of French language is required.
516	Game theory is the study of how decisions are made when the result of a choice depends on the actions of others. This course will introduce a variety of common tools and methods used in game theory, focusing on economic uses but also including biological and political applications. Emphasis will be placed not only on mastery of the models, but on distinguishing proper tools of analysis for various situations. The course will cover traditional game theory, evolutionary game theory, and network games. Articles from both the popular press and scholarly work along with real life examples will be incorporated to show these approaches in action.
517	Statistical tests for multivariable problems are developed and applied to real data sets. The computer and the SPSS package will be used.
518	a studio course in the foundations of healthy technique for the individual singer. Readings, exercises and literature span a variety of historical periods and languages. Topic include music notation and sight-reading, listening and response, presentation and critique, interpretation, vocal health and pedagogy.
519	This course is designed for students who have strong high school preparation in chemistry. Topics include chemical structure and reactivity, thermodynamics, kinetics, and equilibrium.
520	A study of the political cultures and institutions of the newly independent states that were once part of the Soviet empire. The course includes discussions of modernization and adaptation as well as problems of ethnicity, race, and political socialization. 
521	An advanced management course aimed at providing students with indepth knowledge on the various leadership theories and insight into effective leadership practices. A critical examination of leadership theories and research will be undertaken. Areas of leadership covered include; management versus leadership, trait theories of leadership, behavior theories of leadership, participative leadership and delegation, power and influence, situational leadership, and modern theories of leadership. Emphasis will also be placed on providing an opportunity to apply the theories in practical business applications.
522	Lecture and laboratory covering the fundamental laws and principles of chemical structure and reactivity. Interactive laboratories focus on rediscovery of these principles and mastery of basic laboratory techniques including an introduction to chemical instrumentation and digital data analysis.
523	This course will examine the category of literataure usually designated as Science Fiction, SF, or Speculative Fiction. Science Fiction, in all its forms is essentially a litera- ature of ideas, in which the facts of current reality are altered in some way to answer the question What if?  The course will consider these questions: How is Science Fiction defined?  Where does Science Fiction begin? (With Verne and Wells, with Shelley's Frankenstein, or even earlier?) How is the literary category of Fantasy to be distinguished from Science Fictin?  How do we evaluate the aesthetics of Science Fiction?  Readings will include novels and short stories by authors such as H.G. Wells, Arthur C. Clarke, Isaac Asimov, Ursula LeGuin, Philip K. Dick, Octavia Butler, Samuel Delaney, William Gibson, and others.
524	A study of aquatic and terrestrial arthropods integrating ecology and physiology with systematics. Laboratory work in- cludes field studies of local habitats, and the investigation of unique arthropod physiological and behavioral adaptations. In addition, the pathological role of arthropods as parasites and disease vectors is considered.
525	European philosophy of the 17th and 18th centuries. Main figures include Descartes, Hobbes, Spinoza, Locke, Leibniz, Hume, and Kant. Typical questions pertain to the method proper to philosophy; the origins, nature, and limits of human knowledge; modern subjectivity and selfhood; and the nature of moral thinking and acting.
526	A study of environmental public policy: the major actors, institutions, and rules of the game that shape decision making. We will also engage in a dialog about the under- lying philosophies that drive resource utilization and en- vironmental preservation. We will primarily look at the case of the United States, but some attention will be given to the international dimensions of the subject.
527	A study of the interrelations of organisms with each other and the environment. The lectures are equally divided between ecosystem ecology (energy and material flux, modeling), population ecology (population dynamics, competition, predation) and community ecology (structure, diversity, and succession). The lab will emphasize methodology with weekly field trips to various local habitats. One weekend field trip is required.
528	This course examines an idea that has fascinated philoso- phers for all time.  The subject of love will be studied historically, with readings from ancient, modern, and con- temporary sources.  Literature and films may be used along with philosophical texts.
529	This course is a study of quantitative methods and tools for graduate business students.  Topics will include the following: Descriptive and graphical data analysis, applied probability, statistical inference, sampling and regression analysis.  Other advanced statistical techniques may be included in consonance with current practice. Appropriate technology will be used in helping students to analyze statistics and make appropriate decisions based on data.
530	The emergence of modern England during the reigns of the Tudors, Stuarts and first four Hanoverians, with emphasis on political, social and economic changes.
531	This laboratory course introduces modern synthetic methods of inorganic chemistry and characterization of the synthesized compounds. The laboratory emphasizes the use of modern instrumental techniques including NMR, UV visible and infrared spectroscopies, mass spectrometry and calorimetric techniques as well as digital data collection and analysis.
532	Students will study the history and culture of Sparta from its beginnings ca. 1,000 BCE to its eventual collaspe in the 4th Century BCE. The name Sparta has survived in the cultural memory of the west for more than 2,000 years in no small part due to its reputation for heroism and military might. We will examine the character of Spartan society and its emphasis on the heroic ideal. Students will learn how this ideal evolved, and how it enabled Sparta to become the most powerful state in ancient Greece. We will learn that Sparta's truly unique military, social and political systems came at a heavy price; this aspect of Spartan culture will constitute another major focus of the course. Our examination of Sparta and its history will be based on evidence derived from primary sources, archaeology, art and secondary sources.
533	This survey of the poets and prose writers of the neo- classical movement may include the works of Dryden, Swift, Pope, Johnson, and Boswell, and one or two novelists of the period.
534	An examination of how Jews and Judaism have responded to the crisis of modernity. Topics to be examined include the effects of the breakdown of the European Ghetto; the birth of Reform, Conservative, Reconstructionist, and Neo-orthodox Judaism; the Haskalah movement; Zionism; 20th century Jewish thought; post-Holocaust theology; contemporary trends in Judaism.
535	This course will cover algorithm design techniques such as divide-and-conquer, dynamic programming, greedy approaches, and space-time tradeoffs. Example algorithms illustrating these design techniques will be introduced and include such things as balanced search trees, heaps, graph algorithms (depth-first and breath- first searches, minimum spanning trees and shortest paths), selection, and sorting algorithms (radix sort, heap sort, merge sort and quick sort). Asymptotic notations and techniques for analyzing the running times of these algorithms will be covered.  Limitations of algorithm power will be discussed, including an introduction to NP-complete problems.
536	A course consisting of selections from representative classical authors.  Important grammatical constructions are reviewed.  This course is recommended for students who have completed Elementary Latin.
537	A survey of the development of world theatre covering material from 17th century theatre through contemporary achievements, focusing on theatre architecture, plays, acting styles, theatrical conventions, methods of production and critical perspectives during significant periods of theatrical activity. This course is designed for students with no theatre experience as well as those already acquainted with the stage. A field trip to a professional production is required.
538	From the earliest rock art of prehistory to the great stone cathedrals of the Middle Ages, this course examines the art of the world from the point of view of the cultures that produced them. Traveling through ancient spaces as well as time, students survey monuments like Stonehenge, the pyramids of Egypt, the complexes of Meso-America, the grave goods of ancient China, the Bronzes of ancient Africa, the temples, the churches and the shrines of the many religions that laid the foundations of our own world.
539	Some of an organization's most valuable assets are the brands that it has invested in and developed over time.  In this course, students take a customer-centric approach to explore brand management with the goal of identifying the ingredients for building and managing inspired brands.  The course focuses on improving student's marketing skills and understanding of specific marketing topics, as well as big picture issues of how various aspects of marketing fit together, all from a brand equity perspective.
540	The economic development of the United States from early beginnings to present time. A chronological approach is used to study economic aspects of the major problems of each period.
541	A survey of the social, cultural, and political development of the Ancient Greeks, beginning with the Minoan- Mycenaean and continuing from the Homeric through the Hellenistic Age.
542	The philosophy of 20th century Existentialism and its 19th century origins. Main figures include Kierkegaard, Nietzsche, Heidegger, Marcel, Camus, Sartre, and Beauvoir. Typical questions pertain to freedom, death, responsibility, absurdity, and the meaning of existence in theistic and atheistic contexts.
543	This course surveys the history of European women from ancient times to the present, with particular attention to how the study of women and gender has changed the way historians analyze the past. The construction of the concept of masculinity and feminity will be explored through careful examination of primary and secondary materials. The latest historiographical approaches to the study of women and gender will be considered as will new resources for research.
544	The course examines popular culture and its relationship to power and society in everyday life. Popular culture includes subcultures, fashion, music, mass media, advertising, entertainment, and leisure.  Students explore image and representation and popular culture as everyday social practices. Curriculum and assignments examine both cultural production and consumption. The course will examine gender in relation to popular culture and representation. 
545	Through focusing on the development of the Markowitz Procedure, Capital Asset Pricing Model, Arbitrage Pricing and other theories, this course seeks to familiarize students with the theory underlying the practice of Finance. In addition, this course will also familiarize students with the inherent problems associated with these models as well as their strengths.
546	An examination of the stances and attitudes towards nature and the environment taken by several religious communities. The course will assist students to develop a constructive assessment of the theological and ethical contributions religious communites can make to environmental studies.
547	A survey of operatic styles and major composers principally from early to modern opera geared to those students who are just beginning, or who have not yet begun, to take an interest in opera as well as for those who desire to know more about an art form they already enjoy. There is a required field trip.
548	This course is an introduction to the concepts and profession of personal financial planning.  Gain an understanding of the role and responsibilities of a financial planner, along with analytical skills to aid in financial decision-making. Topics include the financial planning process, securities regulation and licensing, CFP Board ethics, the economic environment, the time value of money, and planning for special situations such as a college education, the formation and operation of a closely held business, and disability.  It also previews wealth accumulation, tax, retirement, and estate planning techniques. 
549	This beginning course is designed for students with no background in Spanish.  The main objective is to help you achieve a beginner's level of proficiency in Spanish. It will emphasize the development of practical communication skills through a variety of interactive activities and the study of basic grammar structures. Besides listening comprehension, reading, writing and pronunciation skills, the course will focus on the diverse cultures of the Spanish-speaking countries around the world and the Spanish-speaking people living in the United States.
550	Sustainable tourism refers to a variety of culturally, economically and environmentally-friendly tourism experiences developed in collaboration with the host community.  This course investigates the relationship between tourism and sustainable development both domestically and abroad.  Lectures, discussion, and collaborative projects focus on sustainable best practices as means not only to support earned livelihood and resource protection, but also cultural retention and geographic integrity.
551	An introduction to the techniques of Euclidean and Non- Euclidean geometry. Topics include: plane Euclidean geometry, geometric transformation groups, spherical geometry, the projective and hyperbolic planes.
552	A historical treatment from the European perspective of the principal developments and crises from the end of World War II to the present. 
553	While still easily accessible to the typical student, slightly more advanced mathematical topics are introduced, including linear functions and regression, exponential and power functions, growth models, periodic behavior, and systems of difference equations. These ideas will be illustrated by scientific topics that may include, broadly, earthquake models, resource sustainability, pollution, energy, and hazardous household waste. Specific examples include meat consumption in China, thinning of glaciers, mercury in dental fillings and in compact 5 fluorescent light bulbs, and e-waste, such as leachable lead in discarded cathode ray tubes. 
554	An examination of the nature of deviance, the dominant theories for explaining deviant behavior, and the implications of these theories for its control.  Several examples of deviance will be discussed, with emphasis on the social factors related to their occurence and the utility of various theories in their explanation. Gender will be included as an organizing perspective on topics covered. 
555	A survey of South Africa from pre-colonial times through the arrival of white settlers and the ensuing race conflict which has raged through the centuries, with emphasis on the social, political and economic dimensions, up to the present. 
556	This is a foundation course that encompasses written, oral, and interpersonal communication skills in formal and informal settings. Fundamental communication theories, principles and practices are studied from an international business perspective. Applications in business writing, oral presentations, and interpersonal skills provide students with important communications skills required in today's global environment.
557	This course is an overview of the major institutions and processes of the American political system.  Both formal (i.e., Congress, the Presidency, and the Judiciary), and the informal (e.g., political parties, interest groups, the media, etc.) institutions will be covered.  It is designed to help the students not only acquire a basic knowledge of American government, but also develop the ability to critique and and analyze it. 
558	The course introduces students to the creative process of doing mathematics and the language and style of precise mathematical communication.  We do this by investigating logic, set theory and mathematical proof. The main emphasis of the course is on composing logically correct mathematical arguments and communicating those arguments through oral and written presentations.
559	Foundations in Chemistry introduces the basic principles of chemistry and establishes the mathematical foundation necessary to succeed in the general chemistry course sequence.
560	Digital technology has empowered customers, while producting massive amounts of data, revolutionizing the processes through which organizations attract and retain customers.  In this course students will learn how to create and use consumers' web interactions with brands and measure those interactions using appropriate analytic tools.  Students will apply marketing analytics to real-world marketing problems.
561	The course continues to focus on doctrinal leadership and tactical operations at the small unit level. It includes opportunities to plan and conduct individual and collective skill training for military operations to gain leadership and tactical experience. The course synthesizes the various components of training leadership and team building. Students are required to incorporate previous military science instruction for their practical application in a performance-oriented environment. Upon completion of the course, students will possess the fundamental confidence and competence of leadership in a small unit setting and are prepared to attend the Leadership Development and Assessment Course. 
562	Presents principles of software engineering, including the software development life cycle (SDLC); i.e. the planning, creating, testing, and deploying an information system. This course introduces various software development project management models, with a focus on the Agile Scrum framework. Students work in teams with a client to design and develop a large-scale software application.
563	Emphasis on the development of writing skills and extended study of cultural realities. This course is for students who have completed the equivalent of five semesters of college Arabic.
564	This course is a systematic study of the nature and causes human social behavior and will focus on the theories and methods that have been developed primarily by sociologists to help understand everyday social life.  It examines such topics as socialization, development of the self, gender roles, social interaction and interpersonal relationships, conformity and deviance, self-presentation and impression formation, leadership, and inter-personal processes such as cooperation, conformity and confict.
565	This course provides a conceptually-based exposure to the fundamental principles and processes of the physical world. Practical and everyday aspects of physics that will be discussed include the mechanics of sports, electricity, optics, and how the eye and camera work etc. Additional topics may include atoms, quantum theory, the laser, the theory of relativity and cosmology (just what is a black hole?) Requires one year of high school algebra.
566	A survey of world theatre, from its origins to the 21st Century. This course focuses on diverse world views and functions of performance as seen in the theatre of various cultures and historical periods. Areas of study include the occasions, social contexts, styles, and locations of theatrical performance; methods of production; and critical perspectives. The course is designed for students with no theatre experience as well as those already acquainted with the stage. A field trip to a professional production is required.
567	This course consists of coursework that will be taught in English and consist of coursework in English followed by an intensive travel study component in a selected Arabic speaking country.  Orientation meetings, research, lectures and discussions will prepare students for an informed field experience.  Upon return, students, present a project/research paper and portfolio  based on their cultural, historical, socio-economic knowledge acquired in the class and abroad.
568	This course provides students with the opportunity to develop and enhance their negotiation and research skills through participation in a computer facilitated simulation in which they represent a country in an international simulation with students from colleges and universities in the United States and abroad. Each year students will represent a different country and develop issue proposals to be negotiated and voted upon at the end of the three-week simulation.
569	This elective draws from knowledge, values, and skills related to the fields of social work, psychology, public health, and sociology as it pertains to crisis theory and crisis intervention.  The definition of crisis and phenomena of crisis from different theoretical perspectives will be examined along with an exploration of the impact of crisis on an individual, framily/group, and community.  Applicable assessment skills will be learned for specific crisis situations.  In addition, this class is a Franciscan Concern course with an emphasis on social justice.  You will develop an understanding of how equity, equality, and oppression may minimize or exacerbate the experience of crisis.
570	This course is desinged as an analysis of political institutions in Western Europe. Topics to be addressed include the impact of the welfare state and dilemmas of governing in post-modern and post-industrial socities, as well as problems of race and ethnicity. Some familiarity with parliamentary systems or other political cultures would be a helpful background for interested students.
571	A survey of selected philosophers and philosophical schools of thought and their influence on Christian Theology, Christian beliefs and practices.  Selection will generally follow a time period, e.g. Ancient, Modern, Contemporary. This course may be repeated for credit when the selected material differs. 
572	This course introduces the structural, physical, and chemical properties of polymeric macromolecules, the thermodynamic and kinetic properties that govern their various features. The synthesis and characterization of these molecules will be investigated. This course will emphasizes many of the various techniques of regulating polymerization.
573	Advanced oral work through class discussion of selected topics and creation of dialogues.  Intensive pronunciation work.
574	This six-hour workshop is designed to provide the student with knowledge of physical and psychological addiction to controlled substances; chemical dependency; drugs of abuse; legal issues for teachers; behavioral indicators of sub- stance abuse; goals of a schoolwide substance abuse prevention program; goals of a schoolwide intervention program; goals of a schoolwide intervention program; curriculum materials on decision-making, coping strategies, and self-esteem; issues of adolescence; and the continuum of services.
575	This course introduces logic, set theory and techniques of mathematical proof. The main emphasis of the course is on composing logically correct mathematical arguments. Oral and written presentation of solutions and proofs are a required part of this course,
576	A study of the intellectual roots of modern psychology, in- cluding contributions from philosophy and physiology: Major figures in the history of psychology are discussed as well as their schools of thought: Structuralism, Functionalism, Gestalt Psychology, Behaviorism, and Psychoanalysis. Additional topics included are the history of clinical psychology (views and treatment of mental illness), and the rise of mental testing.
577	This course covers the theoretical and practical application of several advanced instrumental techniques. These tech- niques include a variety of spectroscopy methods, gas and liquid chromatography, mass spectrometry, and electrochemistry.
578	Law as a social institution has an important explanatory power in the study of societies. This course examines the theoretical foundations of the study of law, its socio-historical basis and contentious legal issues.
579	History of women in the United States from the pre-Columbian era to the present.  Students will focus on issues, of gender difference in the history of American business, labor, politics, culture, and social life, as well as considering differences between women with regard to race, ethnicity, class, and age.
580	A study of computer simulation and modeling methods with application to physical systems. Topics will be selected from: the two-body problem, linear and nonlinear systems, chaotic motion, random processes, normal modes and waves, numerical integration and Monte Carlo methods, random walks, percolation, fractals, and transforms. Additional topics may be included.
581	The Washington Economic Policy Semester provides a seminar which offers a theoretical analysis of contemporary economic problems; presentation of alternative paradigms used to understand economic problems; extensive readings; prepara- tion of papers; and on-site discussions of economic policy decisions. Meetings are generally four to six times per week and may be held at field sites as well as on campus.
582	An investigatin of the biblical, historical, psychological, and sociological roots of liturgy emphasizing the place of ritual in human and Christian personal development
583	An examination of the moral experience, moral character, and moral discernment, as well as an analysis of the principles and procedures used in the Western religious traditions to adjudicate crucial moral issues such as: sexual morality, medical ethics, race relations, and moral judgements about warfare.
584	The study of French pronunciation, vocabulary, grammar, and composition with supplementary reading in the language.
585	A study of the organization and structure of modern programming language paradigms with an emphasis on semantic issues. Topics include formal language theory, syntax, semantics, calling protocols, and conventional and abstract data types.
586	An introductory study of Russian phonetics, pronunciation, vocabulary, and grammar. Stress upon the spoken language, with oral drill and dialogue practice.
587	As an academically oriented field experience, this course offers three semester hours credit for a semester-long course that includes an extended study program in selected geographical areas. Lectures, supervised research into aspects of the field study course, and orientation meetings will prepare students for an informed experience.
588	A thorough review of the structures of the Italian language, supplemented by selected readings. The audio-lingual aspect of the language is further developed, and the ability to read with understanding is increased.
589	An advanced Finance course designed to outline theories and techniques for effective financial decision-making and for the assessment of these decisions on performance.  Specifically the course develops tools for effective capital budgeting and financing decision-making, and for firm valuation. Special attention will be paid to developing a comprehensive approach to solving financial problems.
590	This course is a study of the most recent examples of contemporary music. We will experience the creative process in these compositions through listening and analysis, and we shall even do a little composing and performing of our own. These compositions often reflect other artistic trends and utilize scientific fields in the creative process, for example minimalism, postmodernism, mathematics, acoustics, etc. Reading or writing music is not required.
591	Examination of the sociological character of cities, approaches to studying cities and urbanization, and social problems unique to cities. Analysis of urban growth/ decline, global social/political/economic forces on cities, and the variety of urban social environments. Examination of social organization, culture, power, planning and governance and the future of the global city.
592	An intermediate level studio course designed to expand the student's knowledge of drawing techniques and media and to increase the range of creative application.  Students will study still life, landscape, and figure directly and pursue a series of exercises designed to develop their own personal expression.
593	Gateway to Marketing is an introduction to the marketing major with emphasis on careers and hot topics in marketing.  This class provides students with the opportunity to begin to develop the foundational skills (teamwork, leadership, and critical thinking) that are important learning outcomes for the major and the School of Business. Further, it provides students with an introduction to engagement activities (undergraduate research, service, innovation and entrepreneurship) that will help position students for the future.
594	Supply Chain Management is a system approach in managing the entire flow of information, materials, and services from raw material suppliers through supply chain entities to the end customer. Emphasis is placed on supply chain challenges related to providing logistical support for procurement, manufacturing and marketing-distribution. The course will focus on supply chain strategy, logistics information systems, segmental positioning, order management and fulfillment, inventory, forecasting and collaborative planning. In addition, the course will focus on morei operational issues related to transportation, third party logistics, warehousing, materials handling, international logistics, and facility network design. 
595	The reform of western Christianity in the sixteenth and seventeenth centuries as Europe moved from the medieval to the modern world. Special attention will be paid to sig- nificant figures such as Luther, Calvin, and Ignatius Loyola.
596	This course examines British culture from the postmodern and contemporary era.  By drawing on historic, political, and aesthetic concerns, this class may consider multiple genres of literature, but also emphasize how other arts shape what it means to have a British identity.  Film, visual arts, popular music, and other cultural productions may be studied as primary or secondary sources in order to bolster a broader sense of how to understand the role of Britishness in the contemporary world.  Readings will be taken from a variety of backgrounds and may include authors from the United Kingdom or Anglophone writers who reflect on the sordid legacy of the British Empire.
597	This course addresses the conventions and style of all forms of communications in chemistry: scientific writing, oral presentations, presentation of data in tables and figures.
598	An exploration of the controversial movement that sought to affirm a uniquely Irish culture through reviving Irish myth, encouraging the use of the Irish language, and founding an Irish national theater. Beginning with the catastrophic Potato Famine in the mid-1800s, the course will examine Irish writers' attempts to carve out an independent cultural niche in the late 19th and early 20th centuries. Writers to be considered will include W.B. Yeats, Lady Gregory, J.M. Synge, Sean O'Casey, and James Joyce, and issues of the changing roles and representation of Irish women as well as the imaginative construction of an Irish nation will be addressed.
599	This course is intended to enhance a student's command of English vocabulary and expression.  It has been estimated that over 60% of our words derive ultimately from Latin or Greek.  This study will explore the etymology and evolution of English word roots derived from the classical languages.  We will also study the etymology of the basic vocabulary used in the arts, politics, medicine, law and the sciences. The course is also intended to enhance a student's performance in the verbal sections of pre-professional and graduate exams, such as the GRE exam.
600	This course provides advanced hands-on exploration for students assisting in the production of Siena College sporting events and programs aired over ESPN3.  Students will learn sophisticated shooting, editing, writing, interviewing and post-production skills and techniques. Students will perform advanced production tasks in the Athletic Department's mobile production unit. 
601	An intensive study of Ancient Greek grammar and vocabulary with practice in translating simple Greek.
602	This course provides students with a fundamental understanding of how organizations function and the roles managers play within and across organizations. This course introduces students to six management competencies; decision making and planning, innovation and entrepreneurship, teamwork and leadership, communiation, human resource development and process and project management. The course facilitates the development of the conceptual knowledge and applied skills students will need to manage an incresingly diverse workforce and to lead with integrity in a changing global environment.  As a Franciscan Concern/Diversity course, students will learn how effective management practice requires managers to view the world from multiple perspectives, so they may affirm individual rights and appreciate individual differences and differences among groups of people.
603	A critical examination of the ways in which values are expressed in business decisions within the religious and cultural contexts which shape these values. Theories of ethics and social responsibility are examined in relation to issues such as environmental concerns, hiring practices, advertising, consumer demands, and related issues that require self-regulation or government-imposed regulation of corporations.
604	Intensive review of grammar and syntax, supplemented by selected readings.
605	The first half of the introductory course in accounting emphasizes the role of accounting as an information and communication system necessary for economic decisions.  The accounting process, systems and resulting classified financial statements are covered.  Financial accounting concepts and practices relating to topics such as current and long term assets, inventories, current liabilites, equity and long term liabilities are included.
606	An exploration of the theory and technique of current theatre technology, including scenery construction, scene painting, properties, lighting, sound, and costuming. Through discussions and laboratory experience in two campus productions, students will learn the practical application of theatre technology to the aesthetics of design. This course is designed for students with no theatre experience as well as those already aquainted with the stage. A field trip to a professional production is required.
607	A survey of European history between roughly 1350 and 1500, with special emphasis on culltural change and on Italy.
608	This course introduces the student to theory and research issues that explore the psychological experiences of women. Topics covered include various conceptual models of women, biological influences on their behavior, theories of female development, gender differences in personality and behavior, and problems of adjustment. It concludes with an examination of alternative lifestyles for women today.
609	This course explores the political, social, cultural geographical, and economic expansion of the United States from the end of the War of 1812 to the sectional crisis over the Kansas territory in 1854. Students will analyze major themes including race, class, gender, immigration, social reform, nationalism, and sectionalism.
610	History of modern China since 1840, with particular attention given to China's response to the West, the disintegration of Imperial China, the development of nationalism, and the rise of Chinese communism.
611	An examination of ethics in business and work. Among the topics to be addressed are: recognizing and analyzing ethical issues in business; promoting ethical behavior in corporations and institutions; the social responsibilities of business; the role of business in a free market economy: ethics in the global economy; the role of the professions in contemporary American society. 
612	Astrophysics is the application of physical principles to astronomical systems. Astrophysicists use their knowledge of physics to explain observations of astronomical phenomena, drawing upon a wide range of subjects in physics, including classical mechanics, quantum and atomic physics, thermodynamics, electromagnetism, chemistry, and nuclear physics, among others.  In this two semester introduction to astrophysics students will learn how to use a variety of physical principles to understand the characteristics and evolution of planets, stars, galaxies and the Universe as a whole.  In this course the thematic focus will be on using stellar physics to understand the constituents (stars, planets, heavy elements) and physical evolution of the cosmos. Among the topics we will explore planetary and stellar atmospheres, stellar structure and evolution, degenerate stars (white dwarfs and neutron stars), star, galaxy, and planet formation, and the origin of primordial elements synthesized moments after the Big Bang).  (Same as PHYS 392)
613	A general survey of Latin American literature from its origins to the contemporary period.
614	An examination of complex challenges and opportunities related to sustainability in a global context. Students will analyze how national, subnational and transnational actors create and actuate norms, principles, strategies and institutions for dealing with global sustainable issues at the food- water-energy nexus.
615	A study of the emergence of the United States as an industrial, urban nation and as a world power.
616	A study of the person and work of Jesus in light of recent historical research and theological reflection. Students will explore a variety of scholars' answers, and formulate answers themselves, to questions such as: What methods are best suited to studying the person and work of Jesus? Who was Jesus? What did he do? What was his main message? With whom did he associate and why? With whom was he in conflict and why? What is the significance of his life, death, and resurrection? How is he related to God? How is related to his followers?
617	An introduction to the principles of financial management. This course emphasizes an understanding of the role of finance within the firm. Topics covered include the elements of financial planning, valuation, cost of capital, and capital budgeting under conditions of certainty and risk.
618	Mathematical techniques applied to business situations. The topics include mathematics of finance, linear equations and functions, graphs of functions, systems of linear equations, inequalities, linear programming, and non-linear models. This course should be the first course taken in quantitative business. A graphics calculator is required: the TI-83 or TI-84 calculator is recommended.
619	An introduction to a wide variety of forms and themes of the visual arts of the past and present.  Students will learn the vocabulary necessary for analyzing and critically evaluating art.  Attendance at a museum or gallery show is required.
620	This is a study of musics of the world. We will also examine the context in which the music may be heard, such as dance, theatre, or religious ceremonies. We will explore relation- ships between music and other art forms, such as calligraphy, painting, and architecture. In other words, we will study the people through their musical practices. Reading or writing music is not required for this class.
621	The course explores security and control issues from an accounting and auditing perspective related to technology as it impacts business applications. Topics may include security and control related to e-commerce, internet, and computer auditing. Students will be exposed to a variety of business applications through case studies and projects. Students need an understanding of basic accounting and financial concepts, as well as an understanding of the design and application of Information Systems and Data Bases.
622	This course will familiarize the student with the people, events and ideas that have inspired the Franciscan Movement. Students will come to understand the the historical development of the Franciscan movement in all its diversity with the context of the High Middle Ages, in comparison with and in contrast to earlier forms of religious life within the Christian tradition. Topics may include the role of Franciscans in the development of western art, in higher education, in politics, in the age of exploration, and in the development of Christian Spirituality over the past 800 years. Students will take a brief look at the contemorary expression of the Franciscan Tradition at Siena College.
